,ALC_mg/L,CONDUCT_mS/cm,SDT_M_mg/L,FLUORUROS_mg/L,DUR_mg/L,COLI_FEC_NMP/100_mL,N_NO3_mg/L,AS_TOT_mg/L,CD_TOT_mg/L,CR_TOT_mg/L,HG_TOT_mg/L,PB_TOT_mg/L,MN_TOT_mg/L,FE_TOT_mg/L
418,1650.0,1697.0,1274.0,0.472,552.0,1.0,0.01,0.0152,0.002,0.01608,0.00127,0.004,0.0104,0.04985
419,210.0,688.0,521.0,0.404,306.0,1.0,3.724,0.009,0.002,0.0219,0.00142,0.00556,0.00177,0.13369
420,225.0,509.0,458.0,0.584,268.0,1.0,0.779,0.009,0.002,0.01448,0.00155,0.004,0.00875,0.06229
421,175.0,520.0,397.0,0.207,228.0,1.0,7.66,0.009,0.002,0.01062,0.00185,0.004,0.00187,0.06996
422,246.0,1976.0,1268.0,0.81,656.0,1.0,5.434,0.009,0.002,0.03478,0.00128,0.0116,0.00891,0.07617
423,372.0,1395.0,780.0,0.466,360.0,1.0,4.982,0.009,0.002,0.02289,0.00216,0.01225,0.0098,0.0825
424,285.0,1165.0,626.0,0.4,406.0,1.0,1.63,0.009,0.002,0.02249,0.00101,0.004,0.00319,0.08868
425,356.0,3891.0,2304.0,0.652,888.0,1.0,8.576,0.009,0.002,0.004,0.01415,0.004,8.982,178.615
426,416.0,2821.0,1526.0,1.094,556.0,1.0,11.455,0.009,0.002,0.02617,0.0004,0.004,0.00984,0.10084
427,325.0,1012.0,680.0,0.432,400.0,1.0,8.601,0.009,0.002,0.01295,0.0004,0.01075,0.01291,0.08377
428,273.0,611.0,410.0,0.562,200.0,1.0,1.01,0.009,0.002,0.01655,0.0014,0.00777,0.01042,0.08947
429,195.0,1796.0,449.0,0.466,716.0,1.0,0.01,0.009,0.002,0.02836,0.0004,0.00557,0.55919,0.16177
430,270.0,738.0,646.0,0.511,312.0,1.0,5.205,0.009,0.002,0.02173,0.0004,0.004,0.00876,0.04985
431,302.0,777.0,580.0,0.505,330.0,1.0,3.932,0.009,0.002,0.01313,0.0004,0.00734,0.01113,0.08527
432,504.0,1448.0,1014.0,0.669,400.0,1.0,0.01,0.009,0.002,0.0205,0.00168,0.004,0.07651,0.24002
433,389.0,1051.0,672.0,0.59,384.0,1.0,12.312,0.009,0.002,0.02508,0.00135,0.004,0.22667,0.11553
434,121.0,337.0,230.0,0.27,82.0,1.0,0.041,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
435,119.0,371.0,230.0,0.253,104.0,1.0,0.109,0.009,0.002,0.0052,0.0004,0.004,0.0014,0.024
436,102.0,327.0,205.0,0.493,75.0,1.0,0.01,0.009,0.002,0.0051,0.0004,0.004,0.0014,0.024
437,202.0,641.0,406.0,0.339,186.0,1.0,0.01,0.009,0.002,0.005,0.0004,0.004,0.0014,0.024
438,161.0,412.0,294.0,1.604,71.0,1.0,0.01,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
439,402.0,1169.0,720.0,1.88,210.0,1.0,2.646,0.009,0.002,0.011,0.0004,0.004,0.0014,0.044
440,288.405,1482.0,921.2,0.1,363.1086,20.0,0.93767,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
441,314.925,1214.0,697.4,0.2112,351.2034,246.0,0.608363,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
442,307.19,1000.0,640.4,0.2086,349.2192,1.0,1.338938,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
443,372.385,2560.0,1660.4,0.1,544.94,1.0,1.899764,0.009,0.002,0.004,0.0004,0.004,0.0014,0.1291
444,373.49,2580.0,1726.4,0.2245,542.9584,1.0,1.869654,0.009,0.002,0.004,0.0004,0.004,0.0014,0.0566
445,346.97,1836.0,1170.0,0.1,422.6346,1.0,1.928192,0.009,0.002,0.004,0.0004,0.004,0.0014,0.0813
446,324.87,2500.0,2083.4,0.6437,931.352,1.0,2.22694,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
447,346.97,2121.0,1307.2,0.1,456.366,1.0,2.292193,0.009,0.002,0.004,0.0004,0.004,0.0014,0.0365
448,288.41,2805.0,1854.0,0.5722,647.34,40.0,5.2495,0.009,0.002,0.004,0.0004,0.004,0.0014,0.20154
449,283.985,2720.0,1740.4,0.2292,469.6392,1.0,1.078435,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
450,157.7,683.0,320.0,0.1,351.3,230.0,0.1232,0.009,0.002,0.004,0.0004,0.004,0.0014,0.24362
451,229.9,900.0,460.0,0.1,617.74,90.0,0.0626,0.009,0.002,0.004,0.0004,0.004,0.0014,0.31349
452,302.1,1818.0,1248.0,0.1,751.93,230.0,0.01,0.009,0.002,0.004,0.0004,0.004,0.0014,0.31976
453,377.15,2039.0,1228.0,0.2251,1361.78,430.0,0.01,0.009,0.002,0.004,0.0004,0.004,0.0014,0.3881
454,308.75,1558.0,952.0,0.1,757.86,430.0,0.01,0.009,0.002,0.004,0.0004,0.004,0.0014,0.26153
455,234.33,830.0,560.8,2.4111,245.3358,1.0,5.903233,0.0671,0.002,0.004,0.0004,0.004,0.0017,0.0687
456,255.135,706.0,468.2,1.7021,69.272,10.0,4.985456,0.1222,0.002,0.0068,0.00314,0.004,0.0014,0.024
457,199.8,971.0,781.2,0.6037,514.592,1.0,3.025028,0.009,0.002,0.004,0.0004,0.004,0.0015,0.0562
458,175.38,787.0,709.6,0.4423,376.048,1.0,0.694138,0.009,0.002,0.004,0.0004,0.004,0.0014,0.0469
459,174.27,1226.0,1050.2,0.4729,597.7184,1.0,0.483477,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
460,105.45,1080.0,919.4,1.1885,431.4656,1.0,1.984059,0.009,0.002,0.004,0.0004,0.004,0.0014,0.0473
461,228.66,552.0,376.0,0.2776,273.1296,1.0,1.611413,0.009,0.002,0.004,0.00051,0.004,0.005,0.1165
462,182.04,460.0,269.2,0.241,205.8368,1126.0,2.138035,0.009,0.002,0.004,0.0004,0.004,0.0014,0.0392
463,197.58,1140.0,825.2,1.3979,573.968,1.0,0.746864,0.009,0.002,0.004,0.0004,0.004,0.0014,0.052
464,455.52,925.0,611.4,1.4892,267.2764,10462.0,5.861614,0.009,0.002,0.004,0.0004,0.004,0.0195,0.0767
465,291.27,773.0,453.0,2.9128,125.6598,1.0,3.605287,0.009,0.002,0.004,0.00065,0.004,0.1564,0.435
466,194.91,536.0,318.4,3.247,53.8542,1.0,1.522011,0.009,0.002,0.004,0.0004,0.004,0.0064,0.024
467,186.15,471.0,310.0,2.5847,49.865,1.0,1.310229,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
468,162.06,479.0,252.8,2.9828,49.865,1.0,1.119749,0.009,0.002,0.004,0.0004,0.004,0.0039,0.3612
469,182.865,552.0,330.4,2.5504,71.8056,1.0,1.653348,0.009,0.002,0.004,0.00052,0.004,0.0014,0.024
470,204.765,589.0,378.2,2.5422,85.7678,1.0,1.418185,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
471,263.895,788.0,483.6,2.136,141.6166,1.0,0.637862,0.009,0.002,0.004,0.0004,0.004,0.0016,0.0449
472,209.145,596.0,366.6,1.9904,111.6976,1.0,4.071261,0.009,0.002,0.004,0.00064,0.004,0.0014,0.0314
473,209.145,671.0,366.4,1.8326,113.6922,1.0,3.088241,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
474,124.83,387.0,222.4,2.734,41.785,1.0,1.174783,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
475,107.31,286.0,192.8,0.8287,39.892,1.0,1.311803,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
476,114.975,483.0,351.0,0.6657,129.649,31.0,8.08896,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
477,114.975,414.0,216.0,2.9349,53.8542,10.0,1.196746,0.009,0.002,0.004,0.0004,0.004,0.012,0.1304
478,137.97,430.0,248.8,2.7147,47.8704,1.0,1.61334,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
479,277.5,8680.0,5418.2,1.7301,1361.0232,201.0,4.066524,0.009,0.002,0.004,0.0004,0.0133,0.0023,0.0407
480,213.525,423.0,280.8,0.2444,209.7952,31.0,1.912013,0.009,0.002,0.004,0.0004,0.004,0.0014,0.0324
481,221.19,736.0,530.4,1.4964,215.7328,1.0,0.439536,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
482,285.795,1017.0,609.6,0.9581,112.8144,1.0,1.350695,0.009,0.002,0.004,0.0004,0.004,0.0046,0.0483
483,234.33,875.0,494.8,0.7001,183.5032,1.0,3.97333,0.009,0.002,0.004,0.0004,0.004,0.0148,0.1437
484,336.165,1272.0,840.6,0.8296,331.1036,1.0,5.702626,0.009,0.002,0.004,0.0004,0.004,0.0014,0.037
485,186.15,1666.0,1327.6,2.0311,855.0144,1.0,0.585309,0.009,0.002,0.004,0.0004,0.004,0.0014,0.0567
486,193.815,1248.0,997.3333,1.0516,607.6144,1.0,5.49472,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
487,205.86,773.0,617.3333,0.9273,332.5056,1.0,2.916327,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
488,203.67,501.0,401.4,0.2816,166.2528,1.0,3.550095,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
489,243.09,1956.0,1559.6667,1.4587,1029.184,1.0,0.380737,0.009,0.002,0.004,0.0004,0.004,0.0014,0.0783
490,239.805,1641.0,1138.0,1.3636,851.056,1.0,0.567393,0.009,0.002,0.004,0.0004,0.004,0.0014,0.0319
491,179.58,590.0,483.2,0.1,257.296,1.0,5.729445,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
492,257.325,715.0,486.0,1.7781,306.776,1.0,3.831585,0.009,0.002,0.004,0.0004,0.004,0.0021,0.0809
493,246.375,496.0,310.0,0.5386,138.544,1.0,1.003817,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
494,287.49,555.0,367.8,0.331,290.9424,9208.0,2.850472,0.009,0.002,0.004,0.0004,0.004,0.0074,0.0671
495,156.51,391.0,282.4,0.1,205.8368,3076.0,0.754372,0.009,0.0056,0.004,0.0004,0.004,0.1925,0.3966
496,212.01,862.0,794.4,0.3643,490.8416,292.0,0.577138,0.009,0.002,0.004,0.0004,0.004,0.0063,0.0492
497,128.115,510.0,322.0,0.7511,109.703,1.0,2.484936,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
498,133.59,734.0,507.2,0.5103,213.7536,95.0,7.580452,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
499,109.5,315.0,209.8,0.6527,53.8542,1.0,1.70958,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
500,114.975,316.0,205.2,1.4738,33.9082,1.0,1.332578,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
501,139.065,388.0,306.0,1.06,75.2096,1.0,1.771734,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
502,572.76,1142.0,597.8,1.0736,19.0,146.0,0.01,0.009,0.002,0.004,0.0004,0.004,0.0149,0.5507
503,336.33,671.0,384.4,0.1,306.3676,10.0,0.01,0.009,0.002,0.004,0.0004,0.004,0.6628,0.1529
504,271.95,994.0,504.4,0.4097,153.1838,1.0,0.01,0.009,0.002,0.004,0.0004,0.004,0.1165,0.0669
505,362.97,842.0,466.4,0.2008,342.1768,10.0,0.01,0.009,0.002,0.004,0.0004,0.004,1.6,0.1052
506,286.5,644.0,422.0,0.5089,244.73,40.0,0.4806,0.009,0.002,0.004,0.0004,0.004,0.0014,0.1079
507,303.69,732.0,495.0,0.4818,428.27,1.0,0.632,0.009,0.002,0.004,0.0004,0.004,0.0014,0.1914
508,314.2,648.0,429.0,0.6904,272.36,1.0,0.7519,0.009,0.002,0.004,0.0004,0.004,0.0014,0.1314
509,56.61,112.8,138.2,0.1,25.896,10.0,0.027356,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
510,240.89,1219.0,622.8,0.3023,150.7992,1.0,0.01,0.009,0.002,0.004,0.0004,0.004,0.0761,0.2348
511,28.86,240.0,112.0,0.1,37.848,1.0,2.17759,0.009,0.002,0.004,0.0004,0.004,0.0014,0.0308
512,349.65,698.0,407.4,0.1,296.4206,1.0,0.01,0.009,0.002,0.004,0.0004,0.004,0.51,0.8684
513,61.05,198.7,111.4,0.1,23.904,1.0,0.15401,0.009,0.002,0.004,0.0004,0.004,0.0187,0.0692
514,279.72,743.0,415.6,0.2879,240.7174,63.0,0.036333,0.0221,0.002,0.004,0.0004,0.004,1.343,5.258
515,73.0,414.0,352.0,0.1,154.0,1.0,6.901,0.009,0.002,0.01684,0.00056,0.004,0.0014,0.05025
516,167.0,467.0,284.0,0.426,156.0,1.0,0.913,0.009,0.002,0.01874,0.0004,0.004,0.0014,0.06119
517,123.125,314.0,227.0,0.501,76.0,1.0,1.09,0.009,0.002,0.03963,0.0004,0.004,0.0014,0.04303
518,139.0,412.0,274.0,0.479,116.0,1.0,1.954,0.009,0.002,0.03245,0.0004,0.004,0.0014,0.05341
519,520.0,1346.0,710.0,0.347,486.0,1.0,0.776,0.009,0.002,0.03438,0.0004,0.004,0.0014,0.06408
520,128.05,437.0,298.0,0.231,122.0,1.0,7.56,0.009,0.002,0.03767,0.0004,0.004,0.0014,0.03102
521,111.305,270.0,205.0,0.215,118.0,1.0,5.569,0.009,0.002,0.04062,0.0004,0.004,0.0014,0.5923
522,132.3,376.0,268.0,0.59,226.0,1.0,4.538,0.009,0.002,0.04048,0.0004,0.004,0.0108,0.11095
523,186.2,668.0,442.0,0.638,222.0,1.0,20.106,0.009,0.002,0.04821,0.0004,0.004,0.0014,0.23103
524,283.0,1033.0,594.0,0.415,350.0,430.0,0.01,0.009,0.002,0.02168,0.00059,0.004,3.4548,3.74761
525,109.0,681.0,484.0,0.448,256.0,1.0,9.657,0.009,0.002,0.04022,0.0004,0.004,0.0014,0.07505
526,519.4,1432.0,782.0,1.054,162.0,1.0,1.881,0.009,0.002,0.03768,0.0004,0.004,0.0174,0.1048
527,531.9,1284.0,756.0,0.273,528.0,1.0,4.207,0.009,0.002,0.03492,0.0008,0.004,0.0166,0.05527
528,229.0,1028.0,636.0,0.297,346.0,1.0,15.992,0.009,0.002,0.0221,0.0004,0.004,0.00337,0.04023
529,184.0,637.0,348.0,0.297,326.0,1.0,2.617,0.009,0.002,0.02878,0.0004,0.004,0.00337,0.22357
530,82.0,362.0,298.0,0.1,136.0,1.0,5.761,0.009,0.002,0.02029,0.0004,0.004,0.0014,0.04235
531,70.0,188.6,196.0,0.1,76.0,1.0,2.243,0.009,0.002,0.02201,0.0004,0.004,0.0014,0.05829
532,57.0,126.0,174.0,0.204,52.0,1.0,0.552,0.009,0.002,0.01784,0.00074,0.004,0.0014,0.09237
533,59.0,139.3,166.0,0.363,54.0,1.0,1.202,0.009,0.002,0.03582,0.001,0.004,0.0014,0.06134
534,215.0,607.0,370.0,0.398,256.0,1.0,1.095,0.009,0.002,0.01996,0.0004,0.004,0.01184,0.17918
535,235.0,744.0,408.0,0.725,196.0,1.0,4.866,0.009,0.002,0.01963,0.0004,0.004,0.0014,0.05011
536,232.0,758.0,404.0,0.269,164.0,1.0,3.887,0.009,0.002,0.01975,0.0004,0.004,0.0014,0.04642
537,81.405,252.0,233.0,0.1,116.0,1.0,5.731,0.009,0.002,0.00766,0.0004,0.004,0.0014,0.0574
538,355.0,1085.0,578.0,0.1,216.0,1.0,1.382,0.009,0.002,0.02089,0.0004,0.004,0.00163,0.10691
539,167.61,487.0,337.8,1.1847,113.3958,86.0,3.873086,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
540,190.92,995.0,673.8,2.4515,147.2156,1.0,6.905433,0.009,0.002,0.004,0.0004,0.004,0.0014,0.0272
541,212.43,3080.0,2352.3333,1.3777,860.544,1.0,12.592849,0.009,0.002,0.004,0.0004,0.004,0.0023,0.024
542,157.62,519.0,293.4,2.5347,101.592,1.0,4.074234,0.0328,0.002,0.004,0.0004,0.004,0.0014,0.1434
543,186.48,433.0,330.0,0.8954,141.432,1.0,3.557929,0.0125,0.002,0.004,0.0004,0.004,0.0014,0.024
544,202.02,577.0,329.2,2.75,121.512,1.0,1.437234,0.0939,0.002,0.004,0.0004,0.004,0.0014,0.024
545,216.45,542.0,354.6,1.2711,149.205,1.0,5.406976,0.009,0.002,0.004,0.0004,0.004,0.0018,0.0354
546,152.07,334.0,275.6,3.1991,101.4594,1.0,1.901075,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
547,178.71,541.0,292.0,3.8324,121.512,1.0,3.658448,0.1051,0.002,0.004,0.0004,0.004,0.0014,0.024
548,215.715,543.0,367.0,7.3711,19.0,1.0,0.262222,0.0519,0.002,0.004,0.0004,0.004,0.0014,0.024
549,227.55,659.0,443.4,1.6201,131.3004,1.0,2.927746,0.0559,0.002,0.004,0.0004,0.004,0.0014,0.0317
550,197.58,542.0,336.0,0.4485,214.8552,1.0,9.420832,0.009,0.002,0.004,0.0004,0.004,0.0031,0.024
551,183.15,475.0,342.8,1.7825,121.3534,1.0,3.430874,0.009,0.002,0.004,0.0004,0.004,0.0014,0.0651
552,163.17,412.0,294.2,1.9114,83.5548,1.0,1.349957,0.009,0.002,0.004,0.0004,0.004,0.0046,0.8499
553,149.85,422.0,244.6,1.725,81.672,20.0,3.754561,0.0112,0.002,0.004,0.0004,0.004,0.0014,0.024
554,195.36,418.0,284.2,0.7826,145.2262,1.0,1.982306,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
555,188.7,508.0,335.6667,3.5162,57.6926,1.0,1.41202,0.0281,0.002,0.005,0.0004,0.004,0.0014,0.024
556,195.36,444.0,335.0,1.9875,113.3958,1.0,1.249502,0.0218,0.002,0.004,0.0004,0.004,0.0074,0.1938
557,185.37,561.0,319.0,1.9872,97.4806,1.0,1.526278,0.035,0.002,0.004,0.0004,0.004,0.0014,0.024
558,196.47,512.0,405.6,0.4236,191.232,1.0,1.940551,0.009,0.002,0.0074,0.0004,0.004,0.0014,0.024
559,270.84,759.0,413.4,1.2316,200.9294,684.0,0.01,0.009,0.002,0.004,0.0004,0.004,0.0668,0.2315
560,157.62,369.0,275.6,0.9508,109.56,1.0,2.627217,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
561,203.13,556.0,365.8,0.4038,163.344,1.0,0.057059,0.0136,0.002,0.004,0.0004,0.004,0.0682,7.382
562,207.57,506.0,269.2,0.4373,123.504,1.0,1.50052,0.0202,0.002,0.0091,0.0004,0.004,0.0014,0.0316
563,195.36,472.0,284.6667,1.3018,81.5654,2481.0,2.655231,0.009,0.002,0.0051,0.0004,0.004,0.0014,0.0286
564,186.48,444.0,303.6667,1.1432,101.4594,1.0,1.630598,0.0217,0.002,0.0051,0.0004,0.004,0.0014,0.024
565,185.37,429.0,325.6667,1.1274,119.364,1.0,2.105194,0.0196,0.002,0.004,0.0004,0.004,0.0014,0.0288
566,195.36,473.0,281.0,1.1465,131.3004,1.0,1.333801,0.0135,0.002,0.004,0.0004,0.004,0.0014,0.024
567,168.72,328.0,285.6667,1.8961,109.56,670.0,1.596549,0.009,0.002,0.004,0.0004,0.004,0.0014,0.0322
568,169.83,378.0,274.2,1.2381,97.4806,1.0,1.293668,0.009,0.002,0.004,0.0004,0.004,0.0014,0.0318
569,183.15,436.0,261.2,2.6145,85.5442,1.0,0.859095,0.009,0.002,0.004,0.0004,0.004,0.002,0.0615
570,176.49,525.0,329.6667,1.5577,119.52,1.0,5.962196,0.0173,0.002,0.004,0.0004,0.004,0.0014,0.0815
571,185.37,637.0,387.2,2.1518,83.5548,1.0,1.520907,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
572,179.58,1117.0,982.0,0.4808,529.872,1.0,6.057694,0.0182,0.002,0.004,0.0004,0.004,0.0014,0.024
573,163.155,609.0,443.6667,0.2562,268.92,145.0,1.552784,0.009,0.002,0.004,0.0004,0.004,0.0181,0.2008
574,222.285,801.0,579.6667,0.3292,388.44,20.0,2.78858,0.0347,0.002,0.004,0.0004,0.004,0.0014,0.024
575,362.445,4110.0,2441.3333,1.1398,663.336,10.0,4.078962,0.0732,0.002,0.004,0.0004,0.004,0.0177,0.9444
576,227.76,1807.0,1536.0,0.6064,808.752,1.0,10.577071,0.009,0.002,0.004,0.0004,0.004,0.0029,0.0779
577,177.6,585.0,345.0,1.4074,121.512,41.0,2.635581,0.0151,0.002,0.004,0.0004,0.004,0.0016,0.0406
578,155.4,488.0,355.3333,1.3645,73.704,1.0,2.162512,0.01015,0.002,0.004,0.0004,0.004,0.0014,0.024
579,149.85,454.0,339.0,2.1357,91.632,1.0,2.235563,0.01245,0.002,0.004,0.0004,0.004,0.0014,0.024
580,225.33,460.0,303.0,1.4153,139.44,1.0,3.934805,0.0113,0.002,0.004,0.0004,0.004,0.0014,0.024
581,216.45,648.0,858.0,2.4666,111.552,1.0,2.757894,0.0226,0.002,0.004,0.0004,0.004,0.0014,0.024
582,313.02,1271.0,1198.6667,2.2049,344.616,1.0,3.82943,0.0252,0.002,0.0052,0.0004,0.004,0.002,0.0437
583,208.68,546.0,339.0,0.5793,157.368,1.0,1.845015,0.0135,0.002,0.0136,0.0004,0.004,0.0014,0.024
584,179.82,372.0,254.6667,1.9881,99.6,1.0,2.779921,0.0224,0.002,0.004,0.0004,0.004,0.0014,0.024
585,293.04,1668.0,1153.6667,2.7522,378.48,86.0,1.313976,0.0137,0.002,0.004,0.0004,0.004,0.0042,0.3026
586,400.77,1220.0,1431.6667,5.6703,187.248,1.0,4.053763,0.1957,0.002,0.004,0.0004,0.004,0.0028,0.0372
587,681.09,1969.0,1429.3333,21.2375,19.0,41.0,18.353712,0.3784,0.002,0.004,0.0004,0.004,0.002,0.1407
588,203.67,1158.0,762.0,2.9359,179.28,1.0,6.577207,0.0111,0.002,0.004,0.0004,0.004,0.0014,0.0882
589,274.17,886.0,626.6,2.7579,131.472,1.0,5.708513,0.0181,0.002,0.004,0.0004,0.004,0.0136,0.024
590,247.53,777.0,499.6667,3.2973,149.205,1.0,8.883077,0.0236,0.002,0.004,0.0004,0.004,0.0014,0.024
591,186.48,475.0,337.4,1.2218,127.3216,1.0,1.023198,0.0169,0.002,0.004,0.0004,0.004,0.0014,0.024
592,202.02,458.0,295.4,0.6427,149.4,1.0,1.572921,0.009,0.002,0.0187,0.0004,0.004,0.0014,0.024
593,73.26,164.0,179.6,0.3075,51.7244,10.0,2.080932,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
594,154.29,278.0,234.0,0.2054,131.3004,20.0,1.92917,0.009,0.002,0.004,0.0004,0.004,0.0014,0.0297
595,158.73,308.0,238.2,1.0281,101.592,1.0,1.390499,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
596,134.31,322.0,204.2,4.4459,55.776,1.0,1.075028,0.0118,0.002,0.004,0.0004,0.004,0.0014,0.024
597,123.21,292.0,184.8,3.9064,71.712,1.0,0.737672,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
598,266.4,647.0,431.0,1.5911,161.352,1.0,2.124515,0.0147,0.002,0.0066,0.0004,0.004,0.0016,0.0528
599,182.04,448.0,258.6667,2.5971,39.84,1.0,2.883897,0.0967,0.002,0.004,0.0004,0.004,0.0014,0.024
600,286.38,808.0,512.3333,1.3266,81.672,1.0,5.313702,0.1053,0.002,0.004,0.0004,0.004,0.0014,0.0664
601,93.075,1680.0,3810.3333,1.1749,1274.88,1.0,58.738355,0.009,0.002,0.004,0.0004,0.004,0.0014,0.0369
602,254.04,560.0,466.6667,0.2382,306.768,1.0,9.159429,0.009,0.002,0.004,0.0004,0.004,0.0038,0.0756
603,184.26,466.0,273.3333,0.8776,171.0884,10.0,1.935139,0.0744,0.002,0.004,0.0004,0.004,0.0014,0.024
604,49.275,2920.0,2273.6667,2.5944,651.384,31.0,12.982185,0.0139,0.002,0.004,0.0004,0.004,0.0014,0.045
605,189.435,910.0,636.0,2.1405,113.544,10.0,5.872023,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
606,215.34,593.0,352.0,1.6277,127.488,1.0,2.175275,0.0201,0.002,0.004,0.00086,0.004,0.0014,0.024
607,229.95,1017.0,696.0,1.0838,173.304,1.0,3.04654,0.0105,0.002,0.016,0.0004,0.004,0.0014,0.0253
608,170.94,763.0,478.3333,1.5684,179.046,10.0,3.866534,0.0207,0.002,0.004,0.0004,0.004,0.0014,0.046
609,219.0,581.0,302.3333,5.9852,45.8758,1.0,0.524724,0.009,0.002,0.004,0.0004,0.004,0.0026,0.024
610,128.115,387.0,227.6667,4.8769,83.7732,1.0,0.323982,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
611,120.45,316.0,219.6667,5.015,83.7732,110.0,0.485609,0.009,0.002,0.004,0.0004,0.004,0.0014,0.0618
612,165.39,442.0,262.4,2.6574,69.72,31.0,2.09608,0.0602,0.002,0.004,0.0004,0.004,0.0515,1.4
613,220.095,531.0,346.6667,6.9156,41.8866,1.0,0.478296,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
614,197.795,519.0,323.4,0.2256,161.1414,1.0,0.157267,0.009,0.002,0.004,0.0004,0.004,0.0031,0.024
615,211.055,624.0,339.0,0.2586,161.1414,1.0,0.042235,0.009,0.002,0.004,0.0004,0.004,0.2163,0.0677
616,1308.0,815.0,3006.8,0.7612,593.7,1.0,0.03405,0.009,0.002,0.004,0.0004,0.004,0.3395,2.051
617,288.8,794.0,884.0,0.1,303.93,1.0,0.0327,0.009,0.002,0.004,0.0004,0.004,1.41931,0.02701
618,148.2,595.0,584.0,0.1,128.28,1.0,0.0208,0.009,0.002,0.004,0.0004,0.004,0.02611,0.25979
619,204.37,759.0,440.0,1.2444,94.73,1.0,0.4967,0.009,0.002,0.591,0.0004,0.004,0.0017,0.0739
620,302.74,892.0,488.0,1.6581,106.57,1.0,0.7314,0.009,0.002,0.004,0.0004,0.004,0.01211,0.07141
621,374.36,1392.0,496.0,0.7004,149.99,40.0,2.1712,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
622,324.7,1321.0,500.0,0.6974,189.47,40.0,2.2138,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
623,397.1,1067.0,840.0,0.3298,303.93,1.0,2.198,0.009,0.002,0.004,0.0004,0.004,0.0029,0.16479
624,107.92,203.0,152.0,0.4808,155.91,1.0,1.0453,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
625,116.51,140.0,176.0,0.3765,23.68,1.0,0.1393,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
626,47.04,110.0,101.2,0.3017,32.8317,1.0,0.844731,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
627,256.48,883.0,622.0,0.2635,337.2711,417.0,5.438424,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
628,115.36,395.0,258.0,0.289,116.4033,41.0,4.92649,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
629,124.15,333.0,296.0,0.1,69.08,1.0,2.9628,0.009,0.002,0.004,0.0004,0.004,0.00685,0.07835
630,274.4,1110.0,788.0,0.7378,369.1079,1.0,2.601053,0.009,0.002,0.004,0.0004,0.004,0.0014,0.024
631,138.88,410.0,274.0,0.3544,148.2401,160.0,5.198396,0.009,0.002,0.004,0.0004,0.004,0.0014,0.0571
632,300.16,861.0,428.2,0.1,271.6077,1.0,3.339204,0.009,0.002,0.0053,0.0004,0.004,0.0014,0.024
633,125.11,320.0,248.0,0.1,71.05,1.0,1.176,0.009,0.002,0.004,0.0004,0.004,0.00682,0.07928
634,340.0,693.0,484.0,0.1,416.0,1.0,0.01,0.009,0.002,0.00995,0.00117,0.004,0.29018,0.03612
635,213.0,736.0,505.0,0.1,245.3358,1.0,3.22,0.009,0.002,0.02342,0.0012,0.004,0.00165,0.06361
